id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,acc,auc,logloss
openml.org/t/168868,APSFailure,constantpredictor_enc,1,0.5,aws.docker,0.19.2,,stable,2019-04-03T17:58:37,0.0,1,3633467055,,0.981974,0.5,
openml.org/t/168868,APSFailure,constantpredictor_enc,2,0.5,aws.docker,0.19.2,,stable,2019-04-03T17:59:11,0.0,1,3633467056,,0.981974,0.5,
openml.org/t/168868,APSFailure,constantpredictor_enc,3,0.5,aws.docker,0.19.2,,stable,2019-04-03T17:59:45,0.0,1,3633467057,,0.981974,0.5,
openml.org/t/168868,APSFailure,constantpredictor_enc,4,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:00:20,0.0,1,3633467058,,0.981974,0.5,
openml.org/t/168868,APSFailure,constantpredictor_enc,5,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:00:54,0.0,1,3633467059,,0.981842,0.5,
openml.org/t/168868,APSFailure,constantpredictor_enc,6,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:01:28,0.0,1,3633467060,,0.981842,0.5,
openml.org/t/168868,APSFailure,constantpredictor_enc,7,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:02:03,0.0,1,3633467061,,0.981842,0.5,
openml.org/t/168868,APSFailure,constantpredictor_enc,8,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:02:37,0.0,1,3633467062,,0.981842,0.5,
openml.org/t/168868,APSFailure,constantpredictor_enc,9,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:03:12,0.0,1,3633467063,,0.981842,0.5,
openml.org/t/14965,bank-marketing,constantpredictor_enc,0,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:03:18,0.0,1,3633467054,,0.883016,0.5,
openml.org/t/14965,bank-marketing,constantpredictor_enc,1,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:03:21,0.0,1,3633467055,,0.883212,0.5,
openml.org/t/14965,bank-marketing,constantpredictor_enc,2,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:03:24,0.0,1,3633467056,,0.88299,0.5,
openml.org/t/14965,bank-marketing,constantpredictor_enc,3,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:03:27,0.0,1,3633467057,,0.88299,0.5,
openml.org/t/14965,bank-marketing,constantpredictor_enc,4,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:03:30,0.0,1,3633467058,,0.88299,0.5,
openml.org/t/14965,bank-marketing,constantpredictor_enc,5,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:03:33,0.0,1,3633467059,,0.88299,0.5,
openml.org/t/14965,bank-marketing,constantpredictor_enc,6,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:03:36,0.0,1,3633467060,,0.88299,0.5,
openml.org/t/14965,bank-marketing,constantpredictor_enc,7,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:03:39,0.0,1,3633467061,,0.88299,0.5,
openml.org/t/14965,bank-marketing,constantpredictor_enc,8,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:03:42,0.0,1,3633467062,,0.88299,0.5,
openml.org/t/14965,bank-marketing,constantpredictor_enc,9,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:03:46,0.0,1,3633467063,,0.88299,0.5,
openml.org/t/146195,connect-4,constantpredictor_enc,0,0.844498,aws.docker,0.19.2,,stable,2019-04-03T18:03:59,0.0,1,3633467054,,0.658378,,0.844498
openml.org/t/146195,connect-4,constantpredictor_enc,1,0.844498,aws.docker,0.19.2,,stable,2019-04-03T18:04:06,0.0,1,3633467055,,0.658378,,0.844498
openml.org/t/146195,connect-4,constantpredictor_enc,2,0.844498,aws.docker,0.19.2,,stable,2019-04-03T18:04:14,0.0,1,3633467056,,0.658378,,0.844498
openml.org/t/146195,connect-4,constantpredictor_enc,3,0.844644,aws.docker,0.19.2,,stable,2019-04-03T18:04:21,0.0,1,3633467057,,0.65823,,0.844644
openml.org/t/146195,connect-4,constantpredictor_enc,4,0.844644,aws.docker,0.19.2,,stable,2019-04-03T18:04:29,0.0,1,3633467058,,0.65823,,0.844644
openml.org/t/146195,connect-4,constantpredictor_enc,5,0.844644,aws.docker,0.19.2,,stable,2019-04-03T18:04:37,0.0,1,3633467059,,0.65823,,0.844644
openml.org/t/146195,connect-4,constantpredictor_enc,6,0.844644,aws.docker,0.19.2,,stable,2019-04-03T18:04:44,0.0,1,3633467060,,0.65823,,0.844644
openml.org/t/146195,connect-4,constantpredictor_enc,7,0.844421,aws.docker,0.19.2,,stable,2019-04-03T18:04:52,0.0,1,3633467061,,0.658327,,0.844421
openml.org/t/146195,connect-4,constantpredictor_enc,8,0.844561,aws.docker,0.19.2,,stable,2019-04-03T18:04:59,0.0,1,3633467062,,0.658327,,0.844561
openml.org/t/146195,connect-4,constantpredictor_enc,9,0.844561,aws.docker,0.19.2,,stable,2019-04-03T18:05:07,0.0,1,3633467063,,0.658327,,0.844561
openml.org/t/146825,Fashion-MNIST,constantpredictor_enc,0,2.30259,aws.docker,0.19.2,,stable,2019-04-03T18:07:39,0.0,1,3633467054,,0.1,,2.30259
openml.org/t/146825,Fashion-MNIST,constantpredictor_enc,1,2.30259,aws.docker,0.19.2,,stable,2019-04-03T18:09:34,0.0,1,3633467055,,0.1,,2.30259
openml.org/t/146825,Fashion-MNIST,constantpredictor_enc,2,2.30259,aws.docker,0.19.2,,stable,2019-04-03T18:11:30,0.0,1,3633467056,,0.1,,2.30259
openml.org/t/146825,Fashion-MNIST,constantpredictor_enc,3,2.30259,aws.docker,0.19.2,,stable,2019-04-03T18:13:24,0.0,1,3633467057,,0.1,,2.30259
openml.org/t/146825,Fashion-MNIST,constantpredictor_enc,4,2.30259,aws.docker,0.19.2,,stable,2019-04-03T18:15:19,0.0,1,3633467058,,0.1,,2.30259
openml.org/t/146825,Fashion-MNIST,constantpredictor_enc,5,2.30259,aws.docker,0.19.2,,stable,2019-04-03T18:17:13,0.0,1,3633467059,,0.1,,2.30259
openml.org/t/146825,Fashion-MNIST,constantpredictor_enc,6,2.30259,aws.docker,0.19.2,,stable,2019-04-03T18:19:08,0.0,1,3633467060,,0.1,,2.30259
openml.org/t/146825,Fashion-MNIST,constantpredictor_enc,7,2.30259,aws.docker,0.19.2,,stable,2019-04-03T18:21:03,0.0,1,3633467061,,0.1,,2.30259
openml.org/t/146825,Fashion-MNIST,constantpredictor_enc,8,2.30259,aws.docker,0.19.2,,stable,2019-04-03T18:22:58,0.0,1,3633467062,,0.1,,2.30259
openml.org/t/146825,Fashion-MNIST,constantpredictor_enc,9,2.30259,aws.docker,0.19.2,,stable,2019-04-03T18:24:52,0.0,1,3633467063,,0.1,,2.30259
openml.org/t/168337,guiellermo,constantpredictor_enc,0,0.5,aws.docker,0.19.2,,stable,2019-04-03T18:45:15,0.0,1,3633467054,,0.6,0.5,
openml.org/t/168337,guiellermo,constantpredictor_enc,1,0.5,aws.docker,0.19.2,,stable,2019-04-03T19:00:02,0.0,1,3633467055,,0.6,0.5,
openml.org/t/168337,guiellermo,constantpredictor_enc,2,0.5,aws.docker,0.19.2,,stable,2019-04-03T19:14:37,0.0,1,3633467056,,0.6,0.5,
openml.org/t/168337,guiellermo,constantpredictor_enc,3,0.5,aws.docker,0.19.2,,stable,2019-04-03T19:28:42,0.0,1,3633467057,,0.6,0.5,
openml.org/t/168337,guiellermo,constantpredictor_enc,4,0.5,aws.docker,0.19.2,,stable,2019-04-03T19:42:26,0.0,1,3633467058,,0.6,0.5,
openml.org/t/168337,guiellermo,constantpredictor_enc,5,0.5,aws.docker,0.19.2,,stable,2019-04-03T19:56:11,0.0,1,3633467059,,0.6,0.5,
openml.org/t/168337,guiellermo,constantpredictor_enc,6,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:09:37,0.0,1,3633467060,,0.6,0.5,
openml.org/t/168337,guiellermo,constantpredictor_enc,7,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:22:54,0.0,1,3633467061,,0.5995,0.5,
openml.org/t/168337,guiellermo,constantpredictor_enc,8,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:35:59,0.0,1,3633467062,,0.5995,0.5,
openml.org/t/168337,guiellermo,constantpredictor_enc,9,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:48:53,0.0,1,3633467063,,0.5995,0.5,
openml.org/t/168329,Helena,constantpredictor_enc,0,4.14242,aws.docker,0.19.2,,stable,2019-04-03T20:49:09,0.0,1,3633467054,,0.0615031,,4.14242
openml.org/t/168329,Helena,constantpredictor_enc,1,4.14412,aws.docker,0.19.2,,stable,2019-04-03T20:49:18,0.0,1,3633467055,,0.0613497,,4.14412
openml.org/t/168329,Helena,constantpredictor_enc,2,4.14381,aws.docker,0.19.2,,stable,2019-04-03T20:49:27,0.0,1,3633467056,,0.0613497,,4.14381
openml.org/t/168329,Helena,constantpredictor_enc,3,4.14411,aws.docker,0.19.2,,stable,2019-04-03T20:49:36,0.0,1,3633467057,,0.0613497,,4.14411
openml.org/t/168329,Helena,constantpredictor_enc,4,4.14401,aws.docker,0.19.2,,stable,2019-04-03T20:49:45,0.0,1,3633467058,,0.0613497,,4.14401
openml.org/t/168329,Helena,constantpredictor_enc,5,4.14407,aws.docker,0.19.2,,stable,2019-04-03T20:49:55,0.0,1,3633467059,,0.0613497,,4.14407
openml.org/t/168329,Helena,constantpredictor_enc,6,4.14336,aws.docker,0.19.2,,stable,2019-04-03T20:50:04,0.0,1,3633467060,,0.0615125,,4.14336
openml.org/t/168329,Helena,constantpredictor_enc,7,4.14266,aws.docker,0.19.2,,stable,2019-04-03T20:50:14,0.0,1,3633467061,,0.0615125,,4.14266
openml.org/t/168329,Helena,constantpredictor_enc,8,4.14324,aws.docker,0.19.2,,stable,2019-04-03T20:50:23,0.0,1,3633467062,,0.0615125,,4.14324
openml.org/t/168329,Helena,constantpredictor_enc,9,4.14231,aws.docker,0.19.2,,stable,2019-04-03T20:50:32,0.0,1,3633467063,,0.0615125,,4.14231
openml.org/t/146606,higgs,constantpredictor_enc,0,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:50:56,0.0,1,3633467054,,0.528506,0.5,
openml.org/t/146606,higgs,constantpredictor_enc,1,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:51:07,0.0,1,3633467055,,0.528506,0.5,
openml.org/t/146606,higgs,constantpredictor_enc,2,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:51:18,0.0,1,3633467056,,0.528506,0.5,
openml.org/t/146606,higgs,constantpredictor_enc,3,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:51:29,0.0,1,3633467057,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor_enc,4,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:51:39,0.0,1,3633467058,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor_enc,5,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:51:50,0.0,1,3633467059,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor_enc,6,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:52:01,0.0,1,3633467060,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor_enc,7,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:52:12,0.0,1,3633467061,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor_enc,8,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:52:23,0.0,1,3633467062,,0.528608,0.5,
openml.org/t/146606,higgs,constantpredictor_enc,9,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:52:34,0.0,1,3633467063,,0.528608,0.5,
openml.org/t/168330,Jannis,constantpredictor_enc,0,1.10882,aws.docker,0.19.2,,stable,2019-04-03T20:53:05,0.0,1,3633467054,,0.459995,,1.10882
openml.org/t/168330,Jannis,constantpredictor_enc,1,1.10882,aws.docker,0.19.2,,stable,2019-04-03T20:53:23,0.0,1,3633467055,,0.459995,,1.10882
openml.org/t/168330,Jannis,constantpredictor_enc,2,1.10882,aws.docker,0.19.2,,stable,2019-04-03T20:53:40,0.0,1,3633467056,,0.459995,,1.10882
openml.org/t/168330,Jannis,constantpredictor_enc,3,1.10849,aws.docker,0.19.2,,stable,2019-04-03T20:53:58,0.0,1,3633467057,,0.46005,,1.10849
openml.org/t/168330,Jannis,constantpredictor_enc,4,1.10837,aws.docker,0.19.2,,stable,2019-04-03T20:54:16,0.0,1,3633467058,,0.46017,,1.10837
openml.org/t/168330,Jannis,constantpredictor_enc,5,1.10837,aws.docker,0.19.2,,stable,2019-04-03T20:54:33,0.0,1,3633467059,,0.46017,,1.10837
openml.org/t/168330,Jannis,constantpredictor_enc,6,1.10875,aws.docker,0.19.2,,stable,2019-04-03T20:54:51,0.0,1,3633467060,,0.46005,,1.10875
openml.org/t/168330,Jannis,constantpredictor_enc,7,1.10875,aws.docker,0.19.2,,stable,2019-04-03T20:55:08,0.0,1,3633467061,,0.46005,,1.10875
openml.org/t/168330,Jannis,constantpredictor_enc,8,1.10875,aws.docker,0.19.2,,stable,2019-04-03T20:55:26,0.0,1,3633467062,,0.46005,,1.10875
openml.org/t/168330,Jannis,constantpredictor_enc,9,1.10875,aws.docker,0.19.2,,stable,2019-04-03T20:55:43,0.0,1,3633467063,,0.46005,,1.10875
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor_enc,0,0.934926,aws.docker,0.19.2,,stable,2019-04-03T20:55:48,0.0,1,3633467054,,0.514726,,0.934926
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor_enc,1,0.934926,aws.docker,0.19.2,,stable,2019-04-03T20:55:49,0.0,1,3633467055,,0.514726,,0.934926
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor_enc,2,0.935299,aws.docker,0.19.2,,stable,2019-04-03T20:55:50,0.0,1,3633467056,,0.514502,,0.935299
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor_enc,3,0.935299,aws.docker,0.19.2,,stable,2019-04-03T20:55:52,0.0,1,3633467057,,0.514502,,0.935299
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor_enc,4,0.935299,aws.docker,0.19.2,,stable,2019-04-03T20:55:53,0.0,1,3633467058,,0.514502,,0.935299
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor_enc,5,0.935299,aws.docker,0.19.2,,stable,2019-04-03T20:55:55,0.0,1,3633467059,,0.514502,,0.935299
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor_enc,6,0.935299,aws.docker,0.19.2,,stable,2019-04-03T20:55:56,0.0,1,3633467060,,0.514502,,0.935299
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor_enc,7,0.934989,aws.docker,0.19.2,,stable,2019-04-03T20:55:57,0.0,1,3633467061,,0.514502,,0.934989
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor_enc,8,0.934989,aws.docker,0.19.2,,stable,2019-04-03T20:55:59,0.0,1,3633467062,,0.514502,,0.934989
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,constantpredictor_enc,9,0.934987,aws.docker,0.19.2,,stable,2019-04-03T20:56:00,0.0,1,3633467063,,0.514617,,0.934987
openml.org/t/3945,KDDCup09_appetency,constantpredictor_enc,0,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:56:28,0.0,1,3633467054,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor_enc,1,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:56:48,0.0,1,3633467055,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor_enc,2,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:57:07,0.0,1,3633467056,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor_enc,3,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:57:27,0.0,1,3633467057,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor_enc,4,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:57:46,0.0,1,3633467058,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor_enc,5,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:58:06,0.0,1,3633467059,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor_enc,6,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:58:25,0.0,1,3633467060,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor_enc,7,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:58:45,0.0,1,3633467061,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor_enc,8,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:59:04,0.0,1,3633467062,,0.9822,0.5,
openml.org/t/3945,KDDCup09_appetency,constantpredictor_enc,9,0.5,aws.docker,0.19.2,,stable,2019-04-03T20:59:23,0.0,1,3633467063,,0.9822,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor_enc,0,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:00:05,0.0,1,3633467054,,0.719382,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor_enc,1,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:00:28,0.0,1,3633467055,,0.719382,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor_enc,2,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:00:50,0.0,1,3633467056,,0.719382,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor_enc,3,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:01:12,0.0,1,3633467057,,0.719382,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor_enc,4,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:01:35,0.0,1,3633467058,,0.719437,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor_enc,5,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:01:57,0.0,1,3633467059,,0.71936,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor_enc,6,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:02:20,0.0,1,3633467060,,0.71936,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor_enc,7,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:02:42,0.0,1,3633467061,,0.71936,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor_enc,8,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:03:04,0.0,1,3633467062,,0.71936,0.5,
openml.org/t/168335,MiniBooNE,constantpredictor_enc,9,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:03:27,0.0,1,3633467063,,0.71936,0.5,
openml.org/t/9977,nomao,constantpredictor_enc,0,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:03:41,0.0,1,3633467054,,0.714534,0.5,
openml.org/t/9977,nomao,constantpredictor_enc,1,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:03:51,0.0,1,3633467055,,0.714244,0.5,
openml.org/t/9977,nomao,constantpredictor_enc,2,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:04:01,0.0,1,3633467056,,0.714244,0.5,
openml.org/t/9977,nomao,constantpredictor_enc,3,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:04:10,0.0,1,3633467057,,0.714244,0.5,
openml.org/t/9977,nomao,constantpredictor_enc,4,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:04:20,0.0,1,3633467058,,0.714244,0.5,
openml.org/t/9977,nomao,constantpredictor_enc,5,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:04:30,0.0,1,3633467059,,0.714452,0.5,
openml.org/t/9977,nomao,constantpredictor_enc,6,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:04:40,0.0,1,3633467060,,0.714452,0.5,
openml.org/t/9977,nomao,constantpredictor_enc,7,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:04:49,0.0,1,3633467061,,0.714452,0.5,
openml.org/t/9977,nomao,constantpredictor_enc,8,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:04:59,0.0,1,3633467062,,0.714452,0.5,
openml.org/t/9977,nomao,constantpredictor_enc,9,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:05:09,0.0,1,3633467063,,0.714452,0.5,
openml.org/t/167120,numerai28.6,constantpredictor_enc,0,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:05:29,0.0,1,3633467054,,0.505087,0.5,
openml.org/t/167120,numerai28.6,constantpredictor_enc,1,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:05:37,0.0,1,3633467055,,0.505087,0.5,
openml.org/t/167120,numerai28.6,constantpredictor_enc,2,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:05:46,0.0,1,3633467056,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor_enc,3,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:05:55,0.0,1,3633467057,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor_enc,4,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:06:03,0.0,1,3633467058,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor_enc,5,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:06:12,0.0,1,3633467059,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor_enc,6,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:06:21,0.0,1,3633467060,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor_enc,7,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:06:30,0.0,1,3633467061,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor_enc,8,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:06:38,0.0,1,3633467062,,0.505191,0.5,
openml.org/t/167120,numerai28.6,constantpredictor_enc,9,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:06:47,0.0,1,3633467063,,0.505191,0.5,
openml.org/t/168338,riccardo,constantpredictor_enc,0,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:23:55,0.0,1,3633467054,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor_enc,1,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:36:33,0.0,1,3633467055,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor_enc,2,0.5,aws.docker,0.19.2,,stable,2019-04-03T21:49:14,0.0,1,3633467056,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor_enc,3,0.5,aws.docker,0.19.2,,stable,2019-04-03T22:01:46,0.0,1,3633467057,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor_enc,4,0.5,aws.docker,0.19.2,,stable,2019-04-03T22:14:09,0.0,1,3633467058,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor_enc,5,0.5,aws.docker,0.19.2,,stable,2019-04-03T22:26:17,0.0,1,3633467059,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor_enc,6,0.5,aws.docker,0.19.2,,stable,2019-04-03T22:38:16,0.0,1,3633467060,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor_enc,7,0.5,aws.docker,0.19.2,,stable,2019-04-03T22:50:05,0.0,1,3633467061,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor_enc,8,0.5,aws.docker,0.19.2,,stable,2019-04-03T23:01:46,0.0,1,3633467062,,0.75,0.5,
openml.org/t/168338,riccardo,constantpredictor_enc,9,0.5,aws.docker,0.19.2,,stable,2019-04-03T23:13:29,0.0,1,3633467063,,0.75,0.5,
openml.org/t/168332,Robert,constantpredictor_enc,0,2.30225,aws.docker,0.19.2,,stable,2019-04-03T23:30:11,0.0,1,3633467054,,0.104,,2.30225
openml.org/t/168332,Robert,constantpredictor_enc,1,2.30225,aws.docker,0.19.2,,stable,2019-04-03T23:41:54,0.0,1,3633467055,,0.104,,2.30225
openml.org/t/168332,Robert,constantpredictor_enc,2,2.3022,aws.docker,0.19.2,,stable,2019-04-03T23:53:27,0.0,1,3633467056,,0.105,,2.3022
openml.org/t/168332,Robert,constantpredictor_enc,3,2.3022,aws.docker,0.19.2,,stable,2019-04-04T00:05:01,0.0,1,3633467057,,0.105,,2.3022
