acc,auc,constraint,duration,fold,framework,id,info,logloss,metric,mode,models,params,result,seed,tag,task,utc,version,type,metric_type,score
,,,,1,ranger,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,2,ranger,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,3,ranger,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,4,ranger,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,5,ranger,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,6,ranger,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,7,ranger,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,8,ranger,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,9,ranger,,missing,,,,,,,,,riccardo,,,binary,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,1,ranger,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,2,ranger,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,3,ranger,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,4,ranger,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,5,ranger,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,6,ranger,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,7,ranger,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,8,ranger,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,9,ranger,,missing,,,,,,,,,robert,,,multiclass,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,1,ranger,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,2,ranger,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,3,ranger,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,4,ranger,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,5,ranger,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,6,ranger,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,7,ranger,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,8,ranger,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,9,ranger,,missing,,,,,,,,,segment,,,multiclass,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,1,ranger,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,2,ranger,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,3,ranger,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,4,ranger,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,5,ranger,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,6,ranger,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,7,ranger,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,8,ranger,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,9,ranger,,missing,,,,,,,,,shuttle,,,multiclass,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,1,ranger,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,2,ranger,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,3,ranger,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,4,ranger,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,5,ranger,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,6,ranger,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,7,ranger,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,8,ranger,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,9,ranger,,missing,,,,,,,,,sylvine,,,binary,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,1,ranger,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,2,ranger,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,3,ranger,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,4,ranger,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,5,ranger,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,6,ranger,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,7,ranger,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,8,ranger,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,9,ranger,,missing,,,,,,,,,vehicle,,,multiclass,loss,
,,,,1,mlr3automl,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,1,ranger,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,2,mlr3automl,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,2,ranger,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,3,mlr3automl,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,3,ranger,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,4,mlr3automl,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,4,ranger,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,5,mlr3automl,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,5,ranger,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,6,mlr3automl,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,6,ranger,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,7,mlr3automl,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,7,ranger,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,8,mlr3automl,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,8,ranger,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,9,mlr3automl,,missing,,,,,,,,,volkert,,,multiclass,loss,
,,,,9,ranger,,missing,,,,,,,,,volkert,,,multiclass,loss,
